USD	0.01	audio/pre_gen_audio/usd/0.01_usd.mp3	បានទទួល មួយសេន
USD	0.02	audio/pre_gen_audio/usd/0.02_usd.mp3	បានទទួល ពីរសេន
USD	0.03	audio/pre_gen_audio/usd/0.03_usd.mp3	បានទទួល បីសេន
USD	0.04	audio/pre_gen_audio/usd/0.04_usd.mp3	បានទទួល បួនសេន
USD	0.05	audio/pre_gen_audio/usd/0.05_usd.mp3	បានទទួល ប្រាំសេន
USD	0.06	audio/pre_gen_audio/usd/0.06_usd.mp3	បានទទួល ប្រាំមួយសេន
USD	0.07	audio/pre_gen_audio/usd/0.07_usd.mp3	បានទទួល ប្រាំពីរសេន
USD	0.08	audio/pre_gen_audio/usd/0.08_usd.mp3	បានទទួល ប្រាំបីសេន
USD	0.09	audio/pre_gen_audio/usd/0.09_usd.mp3	បានទទួល ប្រាំបួនសេន
USD	0.1	audio/pre_gen_audio/usd/0.1_usd.mp3	បានទទួល ដប់សេន
USD	0.11	audio/pre_gen_audio/usd/0.11_usd.mp3	បានទទួល ដប់មួយសេន
USD	0.12	audio/pre_gen_audio/usd/0.12_usd.mp3	បានទទួល ដប់ពីរសេន
USD	0.13	audio/pre_gen_audio/usd/0.13_usd.mp3	បានទទួល ដប់បីសេន
USD	0.14	audio/pre_gen_audio/usd/0.14_usd.mp3	បានទទួល ដប់បួនសេន
USD	0.15	audio/pre_gen_audio/usd/0.15_usd.mp3	បានទទួល ដប់ប្រាំសេន
USD	0.16	audio/pre_gen_audio/usd/0.16_usd.mp3	បានទទួល ដប់ប្រាំមួយសេន
USD	0.17	audio/pre_gen_audio/usd/0.17_usd.mp3	បានទទួល ដប់ប្រាំពីរសេន
USD	0.18	audio/pre_gen_audio/usd/0.18_usd.mp3	បានទទួល ដប់ប្រាំបីសេន
USD	0.19	audio/pre_gen_audio/usd/0.19_usd.mp3	បានទទួល ដប់ប្រាំបួនសេន
USD	0.2	audio/pre_gen_audio/usd/0.2_usd.mp3	បានទទួល ម្ភៃសេន
USD	0.21	audio/pre_gen_audio/usd/0.21_usd.mp3	បានទទួល ម្ភៃមួយសេន
USD	0.22	audio/pre_gen_audio/usd/0.22_usd.mp3	បានទទួល ម្ភៃពីរសេន
USD	0.23	audio/pre_gen_audio/usd/0.23_usd.mp3	បានទទួល ម្ភៃបីសេន
USD	0.24	audio/pre_gen_audio/usd/0.24_usd.mp3	បានទទួល ម្ភៃបួនសេន
USD	0.25	audio/pre_gen_audio/usd/0.25_usd.mp3	បានទទួល ម្ភៃប្រាំសេន
USD	0.26	audio/pre_gen_audio/usd/0.26_usd.mp3	បានទទួល ម្ភៃប្រាំមួយសេន
USD	0.27	audio/pre_gen_audio/usd/0.27_usd.mp3	បានទទួល ម្ភៃប្រាំពីរសេន
USD	0.28	audio/pre_gen_audio/usd/0.28_usd.mp3	បានទទួល ម្ភៃប្រាំបីសេន
USD	0.29	audio/pre_gen_audio/usd/0.29_usd.mp3	បានទទួល ម្ភៃប្រាំបួនសេន
USD	0.3	audio/pre_gen_audio/usd/0.3_usd.mp3	បានទទួល សាមសិបសេន
USD	0.31	audio/pre_gen_audio/usd/0.31_usd.mp3	បានទទួល សាមសិបមួយសេន
USD	0.32	audio/pre_gen_audio/usd/0.32_usd.mp3	បានទទួល សាមសិបពីរសេន
USD	0.33	audio/pre_gen_audio/usd/0.33_usd.mp3	បានទទួល សាមសិបបីសេន
USD	0.34	audio/pre_gen_audio/usd/0.34_usd.mp3	បានទទួល សាមសិបបួនសេន
USD	0.35	audio/pre_gen_audio/usd/0.35_usd.mp3	បានទទួល សាមសិបប្រាំសេន
USD	0.36	audio/pre_gen_audio/usd/0.36_usd.mp3	បានទទួល សាមសិបប្រាំមួយសេន
USD	0.37	audio/pre_gen_audio/usd/0.37_usd.mp3	បានទទួល សាមសិបប្រាំពីរសេន
USD	0.38	audio/pre_gen_audio/usd/0.38_usd.mp3	បានទទួល សាមសិបប្រាំបីសេន
USD	0.39	audio/pre_gen_audio/usd/0.39_usd.mp3	បានទទួល សាមសិបប្រាំបួនសេន
USD	0.4	audio/pre_gen_audio/usd/0.4_usd.mp3	បានទទួល សែសិបសេន
USD	0.41	audio/pre_gen_audio/usd/0.41_usd.mp3	បានទទួល សែសិបមួយសេន
USD	0.42	audio/pre_gen_audio/usd/0.42_usd.mp3	បានទទួល សែសិបពីរសេន
USD	0.43	audio/pre_gen_audio/usd/0.43_usd.mp3	បានទទួល សែសិបបីសេន
USD	0.44	audio/pre_gen_audio/usd/0.44_usd.mp3	បានទទួល សែសិបបួនសេន
USD	0.45	audio/pre_gen_audio/usd/0.45_usd.mp3	បានទទួល សែសិបប្រាំសេន
USD	0.46	audio/pre_gen_audio/usd/0.46_usd.mp3	បានទទួល សែសិបប្រាំមួយសេន
USD	0.47	audio/pre_gen_audio/usd/0.47_usd.mp3	បានទទួល សែសិបប្រាំពីរសេន
USD	0.48	audio/pre_gen_audio/usd/0.48_usd.mp3	បានទទួល សែសិបប្រាំបីសេន
USD	0.49	audio/pre_gen_audio/usd/0.49_usd.mp3	បានទទួល សែសិបប្រាំបួនសេន
USD	0.5	audio/pre_gen_audio/usd/0.5_usd.mp3	បានទទួល ហាសិបសេន
USD	0.51	audio/pre_gen_audio/usd/0.51_usd.mp3	បានទទួល ហាសិបមួយសេន
USD	0.52	audio/pre_gen_audio/usd/0.52_usd.mp3	បានទទួល ហាសិបពីរសេន
USD	0.53	audio/pre_gen_audio/usd/0.53_usd.mp3	បានទទួល ហាសិបបីសេន
USD	0.54	audio/pre_gen_audio/usd/0.54_usd.mp3	បានទទួល ហាសិបបួនសេន
USD	0.55	audio/pre_gen_audio/usd/0.55_usd.mp3	បានទទួល ហាសិបប្រាំសេន
USD	0.56	audio/pre_gen_audio/usd/0.56_usd.mp3	បានទទួល ហាសិបប្រាំមួយសេន
USD	0.57	audio/pre_gen_audio/usd/0.57_usd.mp3	បានទទួល ហាសិបប្រាំពីរសេន
USD	0.58	audio/pre_gen_audio/usd/0.58_usd.mp3	បានទទួល ហាសិបប្រាំបីសេន
USD	0.59	audio/pre_gen_audio/usd/0.59_usd.mp3	បានទទួល ហាសិបប្រាំបួនសេន
USD	0.6	audio/pre_gen_audio/usd/0.6_usd.mp3	បានទទួល ហុកសិបសេន
USD	0.61	audio/pre_gen_audio/usd/0.61_usd.mp3	បានទទួល ហុកសិបមួយសេន
USD	0.62	audio/pre_gen_audio/usd/0.62_usd.mp3	បានទទួល ហុកសិបពីរសេន
USD	0.63	audio/pre_gen_audio/usd/0.63_usd.mp3	បានទទួល ហុកសិបបីសេន
